RQ000001,"{'-汽油-115-MT-两驱': '4650x1835x1715,1735'}"
RQ032199,{'1.2-汽油-60.3-MT-两驱': '4560x1610x1870'}
RQ032200,{'1.2-汽油-61.5-MT-两驱': '4490x1615x1900'}
RQ032201,{'1.2-汽油-65-MT-两驱': '4600x1560x2520'}
RQ032202,"{'1.2-汽油-69-MT-两驱': '4365x1720x1770,1790'}"
RQ032203,"{'1.2-汽油-65--': '4905,5295,5455,5650x1660,1750x2415'}"
RQ032204,"{'1.2-汽油-65-MT-两驱': '4180,4245x1635x1960'}"
RQ032205,{'1.2-汽油-65-MT-两驱': '4180x1635x1960'}
RQ032206,"{'1.2-柴油-55-MT-两驱': '4860,4660x1635x2490,2640'}"
RQ032207,"{'1.2-柴油-55-MT-两驱': '3905,4100x1635x1890,2100'}"
RQ032208,{'1.2-汽油-64-MT-两驱': '5385x1850x2150'}
RQ032209,"{'1.2-汽油-64-MT-两驱': '5400,5050,5300x1700,1760x2515,2415,2485,2385'}"
RQ032210,"{'1.2-汽油-64-MT-两驱': '5400x1700x2515,2415'}"
RQ032211,"{'1.2-汽油-65-MT-两驱': '4885,5275,5435,5630,5525,5720x1660,1750,1780x2415,2465,2565,2600'}"
RQ032212,"{'1.2-汽油-65-MT-两驱': '4885,5275,5435,5630x1660,1750x2415,2465,2565,2600'}"
RQ032213,"{'1.2-汽油-65-MT-两驱': '4885,5275,5435,5630x1660,1750x2415,2465,2565'}"
RQ032214,"{'1.2-汽油-65-MT-两驱': '4885,5275,5435,5630x1660,1750x2415'}"
RQ032215,{'1.3-汽油-65-MT-两驱': '4020x1595x2080'}
RQ032216,{'1.2-汽油-65-MT-两驱': '5010x1600x2040'}
RQ032217,{'1.2-汽油-65-MT-两驱': '5060x1700x2040'}
RQ032218,"{'1.2-汽油-65-MT-两驱': '5455,5615x1600x2450,2550'}"
RQ032219,"{'1.2-汽油-65-MT-两驱': '5450,5610x1600x2450,2550'}"
RQ032220,{'1.2-汽油-65-MT-两驱': '4600x1560x2520'}
RQ032221,"{'1.2-汽油-65-MT-两驱': '4390,4430,4465x1560x2410,2560,2520'}"
RQ032222,"{'1.2-汽油-65-MT-两驱': '4390,4430x1560x2410,2560'}"
RQ032223,"{'1.2-汽油-65-MT-两驱': '4390x1560x2410,2560'}"
RQ032224,"{'1.3-汽油-61-MT-两驱': '3700x1578x1527,1564'}"
RQ032225,"{'1.2-汽油-67-MT-两驱': '3662x1540x1495,1502'}"
RQ032226,{'1.2-汽油-67-MT-两驱': '4030x1636x1907'}
RQ032227,"{'1.2-汽油-72-MT-两驱': '4860x1620x1870,1890'}"
RQ032228,{'1.2-汽油-72-MT-两驱': '3980x1620x1890'}
RQ032229,"{'1.2--64-MT-两驱': '5400,5050,5300x1700,1760x2065,2035'}"
RQ032230,{'1.2--64-MT-两驱': '5400x1700x2065'}
RQ032231,{'1.2-汽油-64-MT-两驱': '5420x1735x2470'}
RQ032232,{'1.2-汽油-65-MT-两驱': '4070x1560x1910'}
RQ032233,"{'1.2--64-MT-两驱': '5155x1635,1705x2470'}"
RQ032234,"{'1.2-汽油-64-MT-两驱': '4760,4970x1640,1690x2500'}"
RQ032235,"{'1.2-汽油-64-MT-两驱': '4760x1640,1690x2500'}"
RQ032236,"{'1.2-汽油-64-MT-两驱': '4955,5185x1665,1735x2470'}"
RQ032237,{'1.3-汽油-67.5-MT-两驱': '4110x1690x1930'}
RQ032238,"{'1.2-汽油-64-MT-两驱': '5090,5390x1750x2600'}"
RQ032239,"{'1.2-汽油-64-MT-两驱': '4905,5105,5335x1650,1680,1700,1730x1935,1985'}"
RQ032240,"{'1.2-汽油-64-MT-两驱': '4905,5105,5335x1650,1680,1700,1730x1935'}"
RQ032241,"{'1.2-汽油-64-MT-两驱': '5250x1700,1640x2550'}"
RQ032242,"{'1.3-汽油-60.5-MT-两驱': '4800,5100x1660x2050'}"
RQ032243,{'1.3-汽油-65-MT-两驱': '4020x1595x1880'}
RQ032244,{'1.3-汽油-60.5-MT-两驱': '4085x1560x1960'}
RQ032245,"{'1.3-汽油-60.5-MT-两驱': '4840,4640x1635x1945,2000'}"
RQ032246,"{'1.3-汽油-60-MT-两驱': '3995x1645,1735x1910'}"
RQ032247,"{'1.3-汽油-60.5-MT-两驱': '4570,4650x1690,1700x2550'}"
RQ032248,{'1.3-汽油-60.5-MT-两驱': '4570x1690x2550'}
RQ032249,{'1.3-汽油-63-MT-两驱': '3525x1650x1550'}
RQ032250,{'1.3-汽油-60.5-MT-两驱': '3905x1635x2095'}
RQ032251,{'1.3-汽油-65-MT-两驱': '4090x1635x2110'}
RQ032252,{'1.3-汽油-65-MT-两驱': '4030x1635x1910'}
RQ032253,{'1.3-汽油-63-AT-两驱': '3598x1630x1465'}
RQ032254,"{'1.3-汽油-68-MT-两驱': '4360x1685x1820,1850'}"
RQ032255,"{'1.3-汽油-73-MT-两驱': '5220,5330x1730x2020'}"
RQ032256,{'1.3-汽油-73.5-MT-两驱': '4390x1655x1935'}
RQ032257,{'1.3-汽油-68.5-MT-两驱': '3970x1570x1730'}
RQ032258,"{'1.3-汽油-73-MT-两驱': '5300,5230x1780,1730x2070,2040,2090'}"
RQ032259,"{'1.3-汽油-73-MT-两驱': '5300x1780x2070,2040'}"
RQ032260,{'1.3-汽油-73-MT-两驱': '5300x1780x2070'}
RQ032261,{'1.3-汽油-73-MT-两驱': '4180x1695x1875'}
RQ032262,"{'1.3-汽油-63-MT-两驱': '4025x1560x2093,1950'}"
RQ032263,"{'1.3-汽油-63-MT-两驱': '5335x1745,1680x2510,2600'}"
RQ032264,"{'1.3-汽油-63-MT-两驱': '5335x1745x2510,2600'}"
RQ032265,"{'1.3-汽油-66-MT-两驱': '4500,4300x1560x1875,1935'}"
RQ032266,"{'1.3--51.5-MT-两驱': '4510x1560x1860,1890'}"
RQ032267,{'1.3--51.5-MT-两驱': '4510x1560x1860'}
RQ032268,"{'1.3-汽油-73-MT-两驱': '4950,5050x1780,1690,1730,1640x2020,1980'}"
RQ032269,"{'1.3-汽油-73-MT-两驱': '4950x1780,1690x1980'}"
RQ032270,"{'1.3-汽油-73-MT-两驱': '5320x1730,1690,1810,1770x2650,2680'}"
RQ032271,"{'1.3-汽油-69-MT-四驱': '3935x1650x1950,2100'}"
RQ032272,{'1.3-汽油-60-MT-两驱': '4390x1655x2100'}
RQ032273,"{'1.4-汽油-74-AMT-两驱': '3970,3900x1730,1710x1615,1570'}"
RQ032274,"{'1.3-汽油-60-MT-两驱': '3845x1500,1580x2105'}"
RQ032275,"{'1.3-汽油-60.5-MT-两驱': '4390x1560x1825,1855'}"
RQ032276,{'1.3-汽油-60.5-MT-两驱': '4390x1560x1825'}
RQ032277,{'1.3-汽油-68.5-MT-两驱': '4600x1646x2445'}
RQ032278,{'1.3-汽油-58-MT-两驱': '5030x1712x2020'}
RQ032279,{'1.3-汽油-63-MT-两驱': '4080x1710x1475'}
RQ032280,"{'1.3-汽油-69-MT-四驱': '3935x1650x1950,2100'}"
RQ032281,{'1.3-汽油-65-MT-两驱': '3745x1620x1430'}
RQ032282,"{'1.3-汽油-67-MT-两驱': '3760,3840x1680,1720x1530,1560'}"
RQ032283,{'1.3-汽油-67-MT-两驱': '3760x1680x1530'}
RQ032284,{'1.3-汽油-67-AMT-两驱': '4010x1680x1530'}
RQ032285,{'1.3-汽油-73-MT-两驱': '4155x1650x1445'}
RQ032286,{'1.3-汽油-101-MT-两驱': '4692x1805x1500'}
RQ032287,"{'1.3-汽油-64-MT-两驱': '5110,4985x1630,1630,1730x2460'}"
RQ032288,"{'1.3-汽油-64-MT-两驱': '5205,5080x1630,1630,1730x2460'}"
RQ032289,"{'1.3-汽油-64-MT-两驱': '5205,5080x1630x2460'}"
RQ032290,{'1.4-汽油-73.3-AT-两驱': '4400x1740x1460'}
RQ032291,{'1.3-汽油-63-AT-两驱': '4270x1695x1480'}
RQ032292,{'1.3-汽油-68-AMT-两驱': '3999x1728x1517'}
RQ032293,"{'1.4-汽油-96-DCT-两驱': '4255,4266x1799x1452'}"
RQ032294,"{'1.4-汽油-73-MT-两驱': '4525x1700x1783,1818'}"
RQ032295,"{'1.4-汽油-70-MT-两驱': '4565x1528x2330,2430'}"
RQ032296,{'1.4-汽油-73-MT-两驱': '3715x1680x1600'}
RQ032297,{'1.4-汽油-70-MT-四驱': '3850x1510x1910'}
RQ032298,{'1.4-汽油-110-DCT-两驱': '4670x1806x1474'}
RQ032299,"{'1.4-汽油-103-MT-两驱': '4506x1806x1642,1670'}"
RQ032300,{'1.4-汽油-76-AT-两驱': '4039x1735x1517'}
RQ032301,{'1.4-汽油-74-MT-两驱': '3840x1735x1710'}
RQ032302,{'1.2-汽油-63-MT-两驱': '4010x1620x1915'}
RQ032303,{'1.2--62.5-MT-两驱': '5050x1830x2200'}
RQ032304,"{'1.2--62.5-MT-两驱': '5300,5400x1790,1850x2760'}"
RQ032305,"{'1.2-汽油-62.5-MT-两驱': '5420x1790,1850x2140'}"
RQ032306,"{'1.2-汽油-63-MT-两驱': '4490,4600,4940,5050x1680x2250,2550'}"
RQ032307,"{'1.2--63-MT-两驱': '5420x1790,1850x2760'}"
RQ032308,"{'1.2-汽油-63-MT-两驱': '3885,3920,3877,3910x1600,1615x1860'}"
RQ032309,"{'1.2-汽油-63-MT-两驱': '3885,3920x1600x1860'}"
RQ032310,{'1.2-汽油-63.5-MT-两驱': '4030x1636x1907'}
RQ032311,{'1.2-汽油-63.5-MT-两驱': '4030x1636x1907'}
RQ032312,{'1.2-汽油-63-MT-两驱': '4265x1615x1860'}
RQ032313,{'1.2-汽油-64-MT-两驱': '4500x1680x2000'}
RQ032314,{'1.2-汽油-63-MT-两驱': '4265x1615x1860'}
RQ032315,{'1.2-汽油-60.5-MT-两驱': '3995x1620x1900'}
RQ032316,{'1.2-汽油-60.5-MT-两驱': '3995x1620x1915'}
RQ032317,"{'1.2-汽油-60.5-MT-两驱': '3995,4035,4105x1620x1900'}"
RQ032318,"{'1.2-汽油-60.5-MT-两驱': '3995,4035,4105x1620x1915'}"
RQ032319,{'1.2-汽油-63-MT-两驱': '4780x1635x1850'}
RQ032320,"{'1.2-汽油-62.5-MT-两驱': '4880,5040,5105x1712,1754,1762,1804x2575'}"
RQ032321,{'1.2-汽油-63-MT-两驱': '4200x1680x1875'}
RQ032322,"{'1.2-汽油-65-MT-两驱': '4305x1680x1750,1780'}"
RQ032323,"{'1.2-汽油-65-MT-两驱': '4305x1680x1750,1780'}"
RQ032324,"{'1.2-汽油-63-MT-两驱': '4975,5225x1695,1645x2420,2550,2160'}"
RQ032325,"{'1.2-汽油-63-MT-两驱': '4975,5225x1695x2420,2550'}"
RQ032326,"{'1.2-汽油-60.3-MT-两驱': '4620x1710x1515,1535'}"
RQ032327,"{'1.2-汽油-65-MT-两驱': '4125x1550x2470,2570'}"
RQ032328,"{'1.2-汽油-65-MT-两驱': '4175x1580x2470,2570'}"
RQ032329,{'1.2-汽油-60.3-MT-两驱': '4521x1503x2470'}
RQ032330,"{'1.2-汽油-60.3-MT-两驱': '4521,4556x1503x2470'}"
RQ032331,{'1.2-汽油-60.3-MT-两驱': '4556x1503x2470'}
RQ032332,{'1.2-汽油-65-MT-两驱': '4400x1660x1750'}
RQ032333,{'1.2-汽油-65-MT-两驱': '4400x1680x1750'}
RQ032334,"{'1.2-汽油-60.3-MT-两驱': '4535,4615x1595x1875'}"
RQ032335,"{'1.2-汽油-60.3-MT-两驱': '4550,4630x1610x1875'}"
RQ032336,{'1.2-汽油-60.3-MT-两驱': '4550x1610x1875'}
RQ032337,"{'1.2-汽油-65-MT-两驱': '4600x1560x1840,1875'}"
RQ032338,{'1.2-汽油-86-MT-两驱': '4500x1680x2000'}
RQ032339,"{'1.2-汽油-65--': '4905,5295,5455,5650x1660,1750x2350,2450,2500'}"
RQ032340,{'1.2-汽油-65-MT-两驱': '4500x1680x1960'}
RQ032341,{'1.2-柴油-55-MT-两驱': '4645x1635x2550'}
RQ032342,"{'1.2-柴油-55-MT-两驱': '3905,4100x1635x1890,2100'}"
RQ032343,{'1.2-汽油-64-MT-两驱': '5225x1850x2070'}
RQ032344,"{'1.2-汽油-64-MT-两驱': '5400,5050,5300x1700x2545,2445,2515,2415'}"
RQ032345,"{'1.2-汽油-64-MT-两驱': '5400x1700x2545,2445'}"
RQ032346,{'1.2-汽油-65-MT-两驱': '5010x1600x2565'}
RQ032347,{'1.3-汽油-65-MT-两驱': '4020x1595x1880'}
RQ032348,"{'1.2-汽油-65-MT-两驱': '5010x1600x2530,2630'}"
RQ032349,"{'1.2-汽油-65-MT-两驱': '5060x1700x2530,2630'}"
RQ032350,"{'1.2-汽油-65-MT-两驱': '5130x1600x2560,2660'}"
RQ032351,"{'1.2-汽油-65-MT-两驱': '5115x1600x2560,2660'}"
RQ032352,"{'1.2-汽油-65-MT-两驱': '4630x1560x2410,2560'}"
RQ032353,"{'1.2-汽油-65-MT-两驱': '5040,5400,5560x1700x2120,2140'}"
RQ032354,"{'1.2-汽油-65-MT-两驱': '5090,5450,5250,5610x1760x2120,2140'}"
RQ032355,"{'1.2-汽油-65-MT-两驱': '5090,5450x1760x2120,2140'}"
RQ032356,"{'1.2-汽油-65-MT-两驱': '5090,5450x1760x2120'}"
RQ032357,"{'1.2-汽油-67-AMT-两驱': '3662x1540x1495,1502'}"
RQ032358,"{'1.2-汽油-72-MT-两驱': '4660x1620x1870,1890'}"
RQ032359,{'1.2-汽油-66-MT-两驱': '3800x1700x1680'}
RQ032360,"{'1.2--64-MT-两驱': '5400,5050,5300x1700,1760x2065,2035'}"
RQ032361,{'1.2--64-MT-两驱': '5400x1700x2065'}
RQ032362,{'1.2-汽油-72-MT-两驱': '3980x1620x1890'}
RQ032363,"{'1.2-汽油-64-MT-两驱': '5390,5155x1860x2780,2880'}"
RQ032364,{'1.2-汽油-65-MT-两驱': '4370x1520x1940'}
RQ032365,"{'1.2-汽油-64-MT-两驱': '4760,4970x1640,1690x2120'}"
RQ032366,"{'1.2-汽油-64-MT-两驱': '4760x1640,1690x2120'}"
RQ032367,"{'1.2-汽油-64-MT-两驱': '5185x1665,1735x2470'}"
RQ032368,"{'1.2-汽油-64-MT-两驱': '5090,5390x1750x2600'}"
RQ032369,"{'1.2-汽油-64-MT-两驱': '4930,5130,5360x1650,1700,1760x2395,2525'}"
RQ032370,{'1.2-汽油-64-MT-两驱': '5225x1640x2450'}
RQ032371,"{'1.3-汽油-60.5-MT-两驱': '4800,5100x1660x2050'}"
RQ032372,{'1.3-汽油-65-MT-两驱': '4020x1595x1880'}
RQ032373,"{'1.3-汽油-67-MT-两驱': '3695,3765x1690x1510'}"
RQ032374,{'1.3-汽油-67-MT-两驱': '3695x1690x1510'}
RQ032375,"{'1.3-汽油-60-MT-两驱': '3995x1645,1735x1910'}"
RQ032376,"{'1.3-汽油-60-MT-两驱': '3995x1645,1735x1910'}"
RQ032377,"{'1.3-汽油-60.5-MT-两驱': '4545,4650x1690,1700x2590'}"
RQ032378,{'1.3-汽油-60.5-MT-两驱': '4545x1690x2590'}
RQ032379,{'1.3-汽油-60-MT-两驱': '4390x1655x1935'}
RQ032380,{'1.3-汽油-60.5-MT-两驱': '3905x1635x2095'}
RQ032381,{'1.3-汽油-60.5-MT-两驱': '4030x1636x2185'}
RQ032382,"{'1.3-汽油-68-MT-两驱': '4360x1685x1820,1850'}"
RQ032383,{'1.3-汽油-65-MT-两驱': '4030x1635x1910'}
RQ032384,{'1.3-汽油-63-MT-两驱': '4200x1680x1930'}
RQ032385,{'1.3-汽油-63-MT-两驱': '4200x1695x1930'}
RQ032386,{'1.3-汽油-63-MT-两驱': '3598x1630x1465'}
RQ032387,"{'1.3-汽油-73-MT-两驱': '5470x1965,2020x2870,2750,2680'}"
RQ032388,{'1.3-汽油-73.5-MT-两驱': '4390x1655x1935'}
RQ032389,{'1.3-汽油-60-MT-两驱': '3650x1547x1950'}
RQ032390,{'1.3-汽油-73-MT-两驱': '4000x1625x1880'}
RQ032391,{'1.3-汽油-71-MT-两驱': '4277x1703x1490'}
RQ032392,"{'1.3-汽油-73-MT-两驱': '5230x1780,1730x2070,2040'}"
RQ032393,"{'1.3-汽油-73-MT-两驱': '5300x1780x2070,2040'}"
RQ032394,{'1.3-汽油-73-MT-两驱': '5300x1780x2070'}
RQ032395,{'1.3-汽油-73-MT-两驱': '4025x1645x1910'}
RQ032396,{'1.3-汽油-63-MT-两驱': '4025x1560x1950'}
RQ032397,{'1.3-汽油-66-MT-两驱': '4040x1560x1925'}
RQ032398,"{'1.3-汽油-65-MT-两驱': '5130,5380x1690x2560'}"
RQ032399,"{'1.3-汽油-73-MT-两驱': '5080,5280,5230,5050x1780,1690,1730,1640x1980,2020'}"
RQ032400,"{'1.3-汽油-73-MT-两驱': '5080,5280x1780,1690x1980'}"
RQ032401,"{'1.3-汽油-73-MT-两驱': '5080,5080,5080,5280x1780,1690x1980'}"
RQ032402,"{'1.3-汽油-73-MT-两驱': '5080x1780,1690x1980'}"
RQ032403,"{'1.3-汽油-60-MT-两驱': '4775,4880x1690,1700x2080'}"
RQ032404,{'1.3-汽油-60-MT-两驱': '4775x1690x2080'}
RQ032405,"{'1.3-汽油-60-MT-两驱': '3995x1645,1710,1735x1910'}"
RQ032406,"{'1.3-汽油-60-MT-两驱': '3995x1645,1710x1910'}"
RQ032407,"{'1.3-汽油-60.5-MT-两驱': '4690x1635x2370,2520'}"
RQ032408,{'1.3-汽油-68.5-MT-两驱': '4600x1646x2435'}
RQ032409,{'1.3-汽油-58-MT-两驱': '4870x1602x2020'}
RQ032410,{'1.3-汽油-63-MT-两驱': '3525x1650x1550'}
RQ032411,"{'1.3-汽油-70-MT-两驱': '3700x1578x1527,1564'}"
RQ032412,"{'1.3-汽油-67-AMT-两驱': '3760,3840x1680,1720x1530,1560'}"
RQ032413,{'1.3-汽油-67-AMT-两驱': '3760x1680x1530'}
RQ032414,{'1.3-汽油-67-AMT-两驱': '4010x1680x1530'}
RQ032415,"{'1.3-汽油-73-MT-两驱': '3965x1650x1445,1545'}"
RQ032416,{'1.3-汽油-73-MT-两驱': '3965x1650x1445'}
RQ032417,{'1.3-汽油-101-MT-两驱': '4692x1805x1500'}
RQ032418,"{'1.3-汽油-64-MT-两驱': '4885,5040x1670,1610,1750x2010'}"
RQ032419,"{'1.3-汽油-64-MT-两驱': '4885x1670,1610,1750x2010'}"
RQ032420,"{'1.3-汽油-64-MT-两驱': '4885x1670,1610x2010'}"
RQ032421,"{'1.3-汽油-64-MT-两驱': '4910x1670,1610x2010'}"
RQ032422,{'1.4-汽油-73.3-MT-两驱': '4400x1740x1460'}
RQ032423,{'1.4-汽油-95.6-DCT-两驱': '4610x1800x1450'}
RQ032424,{'1.3-汽油-63-AT-两驱': '3905x1695x1480'}
RQ032425,{'1.3-汽油-68-MT-两驱': '3999x1728x1517'}
RQ032426,"{'1.4-汽油-96-MT-两驱': '4255,4266x1799x1452'}"
RQ032427,"{'1.4-汽油-73-MT-两驱': '4525x1700x1783,1818'}"
RQ032428,{'1.4-汽油-110-DCT-两驱': '4598x1826x1425'}
RQ032429,{'1.4-汽油-73-MT-两驱': '3715x1680x1600'}
RQ032430,{'1.4--72-MT-两驱': '4500x1680x2000'}
RQ032431,{'1.4-汽油-110-DCT-两驱': '4318x1819x1582'}
RQ032432,"{'1.4-汽油-103-DCT-两驱': '4506x1806x1642,1670'}"
RQ032433,{'1.4-汽油-76-MT-两驱': '4039x1735x1517'}
RQ032434,{'1.4-汽油-74-MT-两驱': '3970x1730x1615'}
RQ032435,"{'1.2-汽油-63.5-MT-两驱': '3885,3920,3877,3910x1600,1615x1860'}"
RQ032436,"{'1.2-汽油-63.5-MT-两驱': '3885,3920x1600x1860'}"
RQ032437,{'1.2-汽油-62.5-MT-两驱': '5085x1690x2600'}
RQ032438,"{'1.2--62.5-MT-两驱': '5420x1790,1850x2760'}"
RQ032439,{'1.1-汽油-55-MT-两驱': '3636x1484x1870'}
RQ032440,{'1.2-汽油-59-MT-两驱': '4430x1626x1930'}
RQ032441,{'1.2-汽油-81-DCT-两驱': '4605x1765x1460'}
RQ032442,"{'1.2-汽油-62.5-MT-两驱': '5420,5730x1790,1850x2140'}"
RQ032443,"{'1.2-汽油-62.5-MT-两驱': '5420x1790,1850x2140'}"
RQ032444,"{'1.1-汽油-60-MT-两驱': '3730,3760x1510x1860'}"
RQ032445,"{'1.1-汽油-60-MT-两驱': '3730,3760,3800x1510x1860'}"
RQ032446,{'1.2-汽油-63.5-MT-两驱': '4030x1636x1907'}
RQ032447,"{'1.2-汽油-59-MT-两驱': '3993,4015x1607x1908'}"
RQ032448,{'1.2-汽油-63.5-MT-两驱': '4030x1636x1907'}
RQ032449,"{'1.2--63-MT-两驱': '4940,5050x1680x2250,2550'}"
RQ032450,{'1.2--63-MT-两驱': '4900x1770x2200'}
RQ032451,"{'1.2-汽油-60.5-MT-两驱': '3995,4035,4105x1620x1900'}"
RQ032452,{'1.2-汽油-63.5-MT-两驱': '4495x1636x1912'}
RQ032453,{'1.2-汽油-60.5-MT-两驱': '4600x1610x2430'}
RQ032454,"{'1.2-汽油-64-MT-两驱': '4840,4870x1635x1945,2000'}"
RQ032455,"{'1.2-汽油-64-MT-两驱': '4840x1635x1945,2000'}"
RQ032456,{'1.2-汽油-60.5-MT-两驱': '4490x1615x1900'}
RQ032457,"{'1.2-汽油-63-MT-两驱': '4740,4905x1660x2020'}"
RQ032458,{'1.2-汽油-60.5-MT-两驱': '3995x1620x1900'}
RQ032459,{'1.2-汽油-60.5-MT-两驱': '3995x1620x1915'}
RQ032460,{'1.2-汽油-63-MT-两驱': '4250x1510x1760'}
RQ032461,"{'1.2-汽油-63-MT-两驱': '4780x1635x1850,1850'}"
RQ032462,"{'1.2-汽油-62.5-MT-两驱': '5030,5105x1728,1778x2060'}"
RQ032463,{'1.2-汽油-64-AMT-两驱': '4249x1690x1503'}
RQ032464,"{'1.2-汽油-63-MT-两驱': '4625,4655x1635x1890,1950'}"
RQ032465,"{'1.2-汽油-63-MT-两驱': '4625x1635x1890,1950'}"
RQ032466,"{'1.2-汽油-64-MT-两驱': '4040,4240,4070x1560x1925,2085,1910'}"
RQ032467,"{'1.2-汽油-64-MT-两驱': '4040,4240x1560x1925,2085'}"
RQ032468,"{'1.2-汽油-63-MT-两驱': '4745,5080x1650x2575'}"
RQ032469,"{'1.2-汽油-63-MT-两驱': '4925,5175x1680x1920'}"
RQ032470,"{'1.2-汽油-65-MT-两驱': '4125,4320x1550x2015'}"
RQ032471,{'1.2-汽油-65-MT-两驱': '4175x1650x2015'}
RQ032472,{'1.2-汽油-63-MT-两驱': '4200x1680x2135'}
RQ032473,{'1.2-汽油-65-MT-两驱': '4400x1680x1770'}
RQ032474,{'1.2-汽油-60.3-MT-两驱': '4415x1665x1850'}
RQ032475,{'1.2-汽油-60.3-MT-两驱': '4415x1685x1850'}
RQ032476,{'1.2-汽油-60.3-MT-两驱': '4490x1615x1900'}
RQ032477,{'1.2-汽油-65-MT-两驱': '4070x1560x1910'}
RQ032478,"{'1.2-汽油-65--': '4860,4810,5435x1630x1910'}"
RQ032479,"{'1.2-汽油-65--': '4860,4810x1630x1910'}"
RQ032480,{'1.2-柴油-55-MT-两驱': '3905x1635x1890'}
RQ032481,{'1.2-柴油-55-MT-两驱': '4645x1635x2550'}
RQ032482,"{'1.2-汽油-64-MT-两驱': '5385x1850x2495,2595'}"
RQ032483,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270,4795,5110,5210,5360,5415,5560x1660,1750,1780x2020,2120,2085'}"
RQ032484,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270x1660,1750x2020,2120,2085'}"
RQ032485,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270x1660,1750x2020,2120'}"
RQ032486,{'1.2-汽油-64-MT-两驱': '4135x1590x1925'}
RQ032487,"{'1.2-汽油-65-MT-两驱': '5010x1600x2570,2670'}"
RQ032488,"{'1.2-汽油-65-MT-两驱': '5060x1630x2570,2670'}"
RQ032489,{'1.2-汽油-65-MT-两驱': '5460x1800x2145'}
RQ032490,{'1.2-汽油-65-MT-两驱': '4070x1560x1910'}
RQ032491,"{'1.2-汽油-65-MT-两驱': '4595,4565,4630x1560x2410,2560,2320,2350,2300,2520'}"
RQ032492,"{'1.2-汽油-65-MT-两驱': '4595,4565x1560x2410,2560,2320,2350,2300'}"
RQ032493,{'1.3-汽油-61-MT-两驱': '3998x1640x1535'}
RQ032494,{'1.2-汽油-67-MT-两驱': '3950x1666x1923'}
RQ032495,{'1.2-汽油-67-MT-两驱': '4030x1636x1907'}
RQ032496,"{'1.2-汽油-72-MT-两驱': '4860x1620x1870,1890'}"
RQ032497,"{'1.2--64-MT-两驱': '4570,4650,5170,5250,4900x1670,1700,1760x2000,2025'}"
RQ032498,"{'1.2--64-MT-两驱': '4570,4650,5170,5250x1670,1700x2000'}"
RQ032499,{'1.2-汽油-72-MT-两驱': '3980x1620x1890'}
RQ032500,"{'1.2-汽油-64-MT-两驱': '4795,4955,5185x1625,1665,1735x2050,2095'}"
RQ032501,"{'1.2-汽油-64-MT-两驱': '4795,4955,5185x1625,1665,1735x2050'}"
RQ032502,{'1.2-汽油-65-MT-两驱': '4865x1630x2200'}
RQ032503,"{'1.2--64-MT-两驱': '4955,5185x1665,1735x2470'}"
RQ032504,"{'1.2-汽油-64-MT-两驱': '4760,4970x1680,1730x2500'}"
RQ032505,"{'1.2-汽油-64-MT-两驱': '4760x1680,1730x2500'}"
RQ032506,"{'1.3--60-MT-两驱': '3995x1645,1735x1910'}"
RQ032507,"{'1.2-汽油-64-MT-两驱': '5200,5410x1750x2110'}"
RQ032508,"{'1.2-汽油-64-MT-两驱': '4980,5180,5410x1735,1785x2050,2225,2395,2525'}"
RQ032509,"{'1.2-汽油-64-MT-两驱': '4980,5180,5410x1735,1785x2225,2395,2525'}"
RQ032510,"{'1.2-汽油-64-MT-两驱': '4760x1640x2040,2120'}"
RQ032511,{'1.2-汽油-64-MT-两驱': '4760x1640x2040'}
RQ032512,"{'1.3-汽油-60.5-MT-两驱': '4800,5000,5200,5400x1660x2050'}"
RQ032513,"{'1.3-汽油-60.5-MT-两驱': '4800,5000,5200x1660x2050'}"
RQ032514,"{'1.3-汽油-60.5-MT-两驱': '4800,5000x1660x2050'}"
RQ032515,{'1.3-汽油-60.5-MT-两驱': '4760x1640x2040'}
RQ032516,{'1.3-汽油-60.5-MT-两驱': '4030x1636x1907'}
RQ032517,{'1.3-汽油-60.5-MT-两驱': '4510x1655x2175'}
RQ032518,"{'1.3-汽油-60-MT-两驱': '3995x1645,1735x1910'}"
RQ032519,"{'1.3-汽油-60.5-MT-两驱': '4570,4650x1670,1700x2580'}"
RQ032520,{'1.3-汽油-60.5-MT-两驱': '4570x1670x2580'}
RQ032521,"{'1.3-汽油-51-MT-两驱': '4735x1710x2150,2210'}"
RQ032522,{'1.3-汽油-51-MT-两驱': '4735x1710x2150'}
RQ032523,{'1.3-汽油-60.5-MT-两驱': '3905x1635x2185'}
RQ032524,{'1.3-汽油-65-MT-两驱': '4030x1635x1910'}
RQ032525,{'1.3-汽油-67-MT-两驱': '4120x1640x1695'}
RQ032526,"{'1.3-汽油-63-MT-两驱': '4152,4194x1680x1440'}"
RQ032527,{'1.3-汽油-73.5-MT-两驱': '4390x1655x1935'}
RQ032528,{'1.3-汽油-60-MT-两驱': '3725x1560x1895'}
RQ032529,{'1.3-汽油-73-MT-两驱': '4000x1625x1880'}
RQ032530,{'1.3-汽油-71-MT-两驱': '3826x1640x1460'}
RQ032531,"{'1.3-汽油-73-MT-两驱': '5310,5260,5320x1730,1690,1810,1770,1820,1650x2550,2580,2590'}"
