dp_0001,Alpina进口AlpinaB4,3.0,2,301,4638,F32
dp_5138,通用汽车进口凯迪拉克Escalade [凯雷德],6.2,5,,,GMT900
dp_5139,通用汽车进口雪佛兰Avalanche [雪崩],5.3,4,220,5631,GMT800
dp_5140,通用汽车进口雪佛兰Avalanche [雪崩],5.3,4,239,5621,GMT900
dp_5141,通用汽车进口雪佛兰Avalanche [雪崩],6.0,4,273,5621,GMT900
dp_5142,通用汽车进口雪佛兰Aveo [乐骋],1.2,3,53,3881,T200
dp_5143,通用汽车进口雪佛兰Aveo [乐骋],1.2,4,53,3881,T200
dp_5144,通用汽车进口雪佛兰Aveo [乐骋],1.2,4,53,,T200
dp_5145,通用汽车进口雪佛兰Aveo [乐骋],1.4,3,61,3881,T200
dp_5146,通用汽车进口雪佛兰Aveo [乐骋],1.4,4,61,3881,T200
dp_5147,通用汽车进口雪佛兰Aveo [乐骋],1.6,4,77,3881,T200
dp_5148,通用汽车进口雪佛兰Aveo [乐骋],1.6,4,77,3919,T200
dp_5149,通用汽车进口雪佛兰Corvette [克尔维特],5.7,2,253,4567,C5
dp_5150,通用汽车进口雪佛兰Corvette [克尔维特],5.7,2,261,4567,C5
dp_5151,通用汽车进口雪佛兰Corvette [克尔维特],6.0,2,298,4435,C6
dp_5152,通用汽车进口雪佛兰Corvette [克尔维特],6.2,2,320,4435,C6
dp_5153,通用汽车进口雪佛兰Corvette [克尔维特],6.2,2,321,4435,C6
dp_5154,通用汽车进口雪佛兰Corvette [克尔维特],6.2,2,327,4435,C6
dp_5155,通用汽车进口雪佛兰Corvette [克尔维特],6.2,2,339,4493,C7
dp_5156,通用汽车进口雪佛兰Corvette [克尔维特],6.2,2,475.8,4475,C6
dp_5157,通用汽车进口雪佛兰Corvette [克尔维特],6.2,2,485,4493,C7
dp_5158,通用汽车进口雪佛兰Corvette [克尔维特],7.0,2,373,4435,C6
dp_5159,通用汽车进口雪佛兰Corvette [克尔维特],7.0,2,377,4460,C6
dp_5160,通用汽车进口雪佛兰Cruze [科鲁兹],1.6,4,83,4597,J300
dp_5161,通用汽车进口雪佛兰Cruze [科鲁兹],1.8,4,104,4597,J300
dp_5162,通用汽车进口雪佛兰Cruze [科鲁兹],2.0,4,110,4597,J300
dp_5163,通用汽车进口雪佛兰Spark [斯帕可],1.0,4,49,3495,M300
dp_5164,通用汽车进口雪佛兰Spark [斯帕可],1.0,5,50,3640,M300
dp_5165,通用汽车进口雪佛兰Spark [斯帕可],1.2,4,60,3640,M300
dp_5166,通用汽车进口雪佛兰Suburban,5.3,5,220,5570,GMT800
dp_5167,通用汽车进口雪佛兰Suburban,5.3,5,238,5649,GMT900
dp_5168,通用汽车进口雪佛兰Suburban,5.3,5,239,5649,GMT900
dp_5169,通用汽车进口雪佛兰Suburban,5.3,5,239,5700,GMT K2YC
dp_5170,通用汽车进口雪佛兰Suburban,6.0,5,250,5570,GMT800
dp_5171,通用汽车进口雪佛兰Suburban,6.0,5,264,5649,GMT900
dp_5172,通用汽车进口雪佛兰Suburban,8.1,5,239,5570,GMT800
dp_5173,通用汽车进口雪佛兰Tahoe [豪放],4.8,5,220,5131,GMT900
dp_5174,通用汽车进口雪佛兰Tahoe [豪放],4.8,5,,4788,GMT800
dp_5175,通用汽车进口雪佛兰Tahoe [豪放],5.3,5,239,5131,GMT900
dp_5176,通用汽车进口雪佛兰Tahoe [豪放],5.3,5,265,5179,GMT K2UC / G
dp_5177,通用汽车进口雪佛兰Tahoe [豪放],5.3,5,,4788,GMT800
dp_5178,通用汽车进口雪佛兰Tahoe [豪放],6.0,5,248,5131,GMT900
dp_5179,通用汽车进口雪佛兰Tahoe [豪放],6.2,5,295,5131,GMT900
dp_5180,沃尔沃汽车进口沃尔沃C30,1.6,3,74,4252,P1
dp_5181,沃尔沃汽车进口沃尔沃C30,1.6,3,80,4252,P1
dp_5182,沃尔沃汽车进口沃尔沃C30,1.8,3,92,4252,P1
dp_5183,沃尔沃汽车进口沃尔沃C30,2.0,3,100,4252,P1
dp_5184,沃尔沃汽车进口沃尔沃C30,2.0,3,107,4252,P1
dp_5185,沃尔沃汽车进口沃尔沃C30,2.0,3,107,4266,P1
dp_5186,沃尔沃汽车进口沃尔沃C30,2.4,3,120,4252,P1
dp_5187,沃尔沃汽车进口沃尔沃C30,2.4,3,125,4252,P1
dp_5188,沃尔沃汽车进口沃尔沃C30,2.4,3,125,4266,P1
dp_5189,沃尔沃汽车进口沃尔沃C30,2.4,3,132,4252,P1
dp_5190,沃尔沃汽车进口沃尔沃C30,2.5,3,169,4252,P1
dp_5191,沃尔沃汽车进口沃尔沃C70,2.0,2,100,4580,P1
dp_5192,沃尔沃汽车进口沃尔沃C70,2.0,2,120,4720,P80
dp_5193,沃尔沃汽车进口沃尔沃C70,2.3,2,176,4720,P80
dp_5194,沃尔沃汽车进口沃尔沃C70,2.3,2,180,4582,P80
dp_5195,沃尔沃汽车进口沃尔沃C70,2.4,2,125,4580,P1
dp_5196,沃尔沃汽车进口沃尔沃C70,2.4,2,125,4582,P1
dp_5197,沃尔沃汽车进口沃尔沃C70,2.4,2,125,4615,P1
dp_5198,沃尔沃汽车进口沃尔沃C70,2.4,2,125,4720,P80
dp_5199,沃尔沃汽车进口沃尔沃C70,2.4,2,132,4580,P1
dp_5200,沃尔沃汽车进口沃尔沃C70,2.4,2,142,4720,P80
dp_5201,沃尔沃汽车进口沃尔沃C70,2.4,2,176,4720,P80
dp_5202,沃尔沃汽车进口沃尔沃C70,2.5,2,162,4580,P1
dp_5203,沃尔沃汽车进口沃尔沃C70,2.5,2,169,4582,P1
dp_5204,沃尔沃汽车进口沃尔沃C70,2.5,2,169,4615,P1
dp_5205,沃尔沃汽车进口沃尔沃C70,2.5,2,169,,P1
dp_5206,沃尔沃汽车进口沃尔沃S40,1.6,4,74,4468,P1
dp_5207,沃尔沃汽车进口沃尔沃S40,1.6,4,74,4475,P1
dp_5208,沃尔沃汽车进口沃尔沃S40,1.6,4,81,4468,P1
dp_5209,沃尔沃汽车进口沃尔沃S40,1.8,4,92,4468,P1
dp_5210,沃尔沃汽车进口沃尔沃S40,2.0,4,100,4468,P1
dp_5211,沃尔沃汽车进口沃尔沃S40,2.0,4,107,4468,P1
dp_5212,沃尔沃汽车进口沃尔沃S40,2.4,4,103,4468,P1
dp_5213,沃尔沃汽车进口沃尔沃S40,2.4,4,125,4468,P1
dp_5214,沃尔沃汽车进口沃尔沃S40,2.4,4,132,4468,P1
dp_5215,沃尔沃汽车进口沃尔沃S40,2.5,4,162,4468,P1
dp_5216,沃尔沃汽车进口沃尔沃S40,2.5,4,169,4468,P1
dp_5217,沃尔沃汽车进口沃尔沃S60,1.6,4,132,4628,P3
dp_5218,沃尔沃汽车进口沃尔沃S60,2.0,4,132,4577,P2
dp_5219,沃尔沃汽车进口沃尔沃S60,2.0,4,132,4628,P3
dp_5220,沃尔沃汽车进口沃尔沃S60,2.0,4,149,4628,P3
dp_5221,沃尔沃汽车进口沃尔沃S60,2.0,4,157,4628,P3
dp_5222,沃尔沃汽车进口沃尔沃S60,2.0,4,157,4635,P3
dp_5223,沃尔沃汽车进口沃尔沃S60,2.0,4,177,4628,P3
dp_5224,沃尔沃汽车进口沃尔沃S60,2.0,4,180,4635,P3
dp_5225,沃尔沃汽车进口沃尔沃S60,2.0,4,270,4635,P3
dp_5226,沃尔沃汽车进口沃尔沃S60,2.3,4,184,4577,P2
dp_5227,沃尔沃汽车进口沃尔沃S60,2.3,4,191,4577,P2
dp_5228,沃尔沃汽车进口沃尔沃S60,2.4,4,93,4577,P2
dp_5229,沃尔沃汽车进口沃尔沃S60,2.4,4,96,4577,P2
dp_5230,沃尔沃汽车进口沃尔沃S60,2.4,4,103,4577,P2
dp_5231,沃尔沃汽车进口沃尔沃S60,2.4,4,120,4577,P2
dp_5232,沃尔沃汽车进口沃尔沃S60,2.4,4,125,4577,P2
dp_5233,沃尔沃汽车进口沃尔沃S60,2.4,4,136,4577,P2
dp_5234,沃尔沃汽车进口沃尔沃S60,2.4,4,147,4577,P2
dp_5235,沃尔沃汽车进口沃尔沃S60,2.4,4,191.6,4602,P2
dp_5236,沃尔沃汽车进口沃尔沃S60,2.5,4,154,4577,P2
dp_5237,沃尔沃汽车进口沃尔沃S60,2.5,4,154,4602,P2
dp_5238,沃尔沃汽车进口沃尔沃S60,2.5,4,220,4616,P2
dp_5239,沃尔沃汽车进口沃尔沃S60,3.0,4,224,4628,P3
dp_5240,沃尔沃汽车进口沃尔沃S60,3.0,4,224,4635,P3
dp_5241,沃尔沃汽车进口沃尔沃S80,2.0,5,132,4822,P2
dp_5242,沃尔沃汽车进口沃尔沃S80,2.4,4,96,4821,P2
dp_5243,沃尔沃汽车进口沃尔沃S80,2.4,4,103,4821,P2
dp_5244,沃尔沃汽车进口沃尔沃S80,2.4,4,120,4821,P2
dp_5245,沃尔沃汽车进口沃尔沃S80,2.4,4,125,4821,P2
dp_5246,沃尔沃汽车进口沃尔沃S80,2.4,5,125,4822,P2
dp_5247,沃尔沃汽车进口沃尔沃S80,2.4,4,147,4821,P2
dp_5248,沃尔沃汽车进口沃尔沃S80,2.5,4,103,4821,P2
dp_5249,沃尔沃汽车进口沃尔沃S80,2.5,4,147,4851,P3
dp_5250,沃尔沃汽车进口沃尔沃S80,2.5,4,154,4821,P2
dp_5251,沃尔沃汽车进口沃尔沃S80,2.5,5,154,4822,P2
dp_5252,沃尔沃汽车进口沃尔沃S80,2.5,4,170,4851,P3
dp_5253,沃尔沃汽车进口沃尔沃S80,2.8,4,200,4821,P2
dp_5254,沃尔沃汽车进口沃尔沃S80,2.9,4,147,4821,P2
dp_5255,沃尔沃汽车进口沃尔沃S80,2.9,5,196,4822,P2
dp_5256,沃尔沃汽车进口沃尔沃S80,2.9,5,200,4822,P2
dp_5257,沃尔沃汽车进口沃尔沃S80,3.0,4,210,4851,P3
dp_5258,沃尔沃汽车进口沃尔沃S80,3.2,4,175,4851,P3
dp_5259,沃尔沃汽车进口沃尔沃S80,4.4,4,232,4851,P3
dp_5260,沃尔沃汽车进口沃尔沃V40,1.5,5,112,4369,P1
dp_5261,沃尔沃汽车进口沃尔沃V40,1.5,5,112,4370,P1
dp_5262,沃尔沃汽车进口沃尔沃V40,1.6,5,132,4369,P1
dp_5263,沃尔沃汽车进口沃尔沃V40,2.0,5,132,4369,P1
dp_5264,沃尔沃汽车进口沃尔沃V40,2.0,5,132,4370,P1
dp_5265,沃尔沃汽车进口沃尔沃V40,2.0,5,140,4369,P1
dp_5266,沃尔沃汽车进口沃尔沃V40,2.0,5,140,4370,P1
dp_5267,沃尔沃汽车进口沃尔沃V40,2.0,5,157,4369,P1
dp_5268,沃尔沃汽车进口沃尔沃V40,2.0,5,157,4370,P1
dp_5269,沃尔沃汽车进口沃尔沃V40,2.0,5,180,4370,P1
dp_5270,沃尔沃汽车进口沃尔沃V60,2.0,5,140,4635,P3
dp_5271,沃尔沃汽车进口沃尔沃V60,2.0,5,157,4628,P3
dp_5272,沃尔沃汽车进口沃尔沃V60,2.0,5,157,4635,P3
dp_5273,沃尔沃汽车进口沃尔沃V60,2.0,5,180,4635,P3
dp_5274,沃尔沃汽车进口沃尔沃V60,2.0,5,180,4637,P3
dp_5275,沃尔沃汽车进口沃尔沃V60,2.0,5,270,4635,P3
dp_5276,沃尔沃汽车进口沃尔沃V60,2.5,5,187,4637,P3
dp_5277,沃尔沃汽车进口沃尔沃V60,3.0,5,224,4628,P3
dp_5278,沃尔沃汽车进口沃尔沃V60,3.0,5,224,4635,P3
dp_5279,沃尔沃汽车进口沃尔沃V70,2.0,5,100,4821,P3
dp_5280,沃尔沃汽车进口沃尔沃V70,2.0,5,107,4821,P3
dp_5281,沃尔沃汽车进口沃尔沃V70,2.0,5,132,4709,P2
dp_5282,沃尔沃汽车进口沃尔沃V70,2.0,5,180,4816,P3
dp_5283,沃尔沃汽车进口沃尔沃V70,2.3,5,184,4709,P2
dp_5284,沃尔沃汽车进口沃尔沃V70,2.3,5,191,4709,P2
dp_5285,沃尔沃汽车进口沃尔沃V70,2.4,5,96,4709,P2
dp_5286,沃尔沃汽车进口沃尔沃V70,2.4,5,103,4709,P2
dp_5287,沃尔沃汽车进口沃尔沃V70,2.4,5,120,4709,P2
dp_5288,沃尔沃汽车进口沃尔沃V70,2.4,5,125,4709,P2
dp_5289,沃尔沃汽车进口沃尔沃V70,2.4,5,136,4816,P3
dp_5290,沃尔沃汽车进口沃尔沃V70,2.4,5,147,4709,P2
dp_5291,沃尔沃汽车进口沃尔沃V70,2.5,5,103,4709,P2
dp_5292,沃尔沃汽车进口沃尔沃V70,2.5,5,120,4709,P2
dp_5293,沃尔沃汽车进口沃尔沃V70,2.5,5,147,4816,P3
dp_5294,沃尔沃汽车进口沃尔沃V70,2.5,5,154,4719,P2
dp_5295,沃尔沃汽车进口沃尔沃V70,2.5,5,220,4709,P2
dp_5296,沃尔沃汽车进口沃尔沃V70,3.0,5,210,4816,P3
dp_5297,沃尔沃汽车进口沃尔沃V70,3.2,5,175,4821,P3
dp_5298,沃尔沃汽车进口沃尔沃XC60,2.0,5,149,4627,P3
dp_5299,沃尔沃汽车进口沃尔沃XC60,2.0,5,177,4627,P3
dp_5300,沃尔沃汽车进口沃尔沃XC60,2.0,5,177,4644,P3
dp_5301,沃尔沃汽车进口沃尔沃XC60,2.0,5,180,4644,P3
dp_5302,沃尔沃汽车进口沃尔沃XC60,2.4,5,120,4628,P3
dp_5303,沃尔沃汽车进口沃尔沃XC60,2.4,5,136,4628,P3
dp_5304,沃尔沃汽车进口沃尔沃XC60,3.0,5,210,4628,P3
dp_5305,沃尔沃汽车进口沃尔沃XC60,3.0,5,224,4627,P3
dp_5306,沃尔沃汽车进口沃尔沃XC60,3.0,5,224,4644,P3
dp_5307,沃尔沃汽车进口沃尔沃XC70,2.4,5,120,4730,P2
dp_5308,沃尔沃汽车进口沃尔沃XC70,2.4,5,120,4732,P2
dp_5309,沃尔沃汽车进口沃尔沃XC70,2.4,5,136,4730,P2
dp_5310,沃尔沃汽车进口沃尔沃XC70,2.4,5,136,4841,P3
dp_5311,沃尔沃汽车进口沃尔沃XC70,2.4,5,147,4732,P2
dp_5312,沃尔沃汽车进口沃尔沃XC70,2.5,5,154,4732,P2
dp_5313,沃尔沃汽车进口沃尔沃XC70,2.5,5,154,4733,P2
dp_5314,沃尔沃汽车进口沃尔沃XC70,3.0,5,210,4838,P3
dp_5315,沃尔沃汽车进口沃尔沃XC70,3.0,5,224,4838,P3
dp_5316,沃尔沃汽车进口沃尔沃XC70,3.2,5,175,4841,P3
dp_5317,沃尔沃汽车进口沃尔沃XC90,2.0,5,187,4950,P3
dp_5318,沃尔沃汽车进口沃尔沃XC90,2.0,5,235,4950,P3
dp_5319,沃尔沃汽车进口沃尔沃XC90,2.5,5,154,4798,P2
dp_5320,沃尔沃汽车进口沃尔沃XC90,2.5,5,154,4801,P2
dp_5321,沃尔沃汽车进口沃尔沃XC90,2.5,5,154,4807,P2
dp_5322,沃尔沃汽车进口沃尔沃XC90,2.9,5,200,4798,P2
dp_5323,沃尔沃汽车进口沃尔沃XC90,2.9,5,200,4801,P2
dp_5324,沃尔沃汽车进口沃尔沃XC90,3.2,5,175,4807,P2
dp_5325,沃尔沃汽车进口沃尔沃XC90,3.2,5,179,4807,P2
dp_5326,沃尔沃汽车进口沃尔沃XC90,4.4,5,227,4798,P2
dp_5327,沃尔沃汽车进口沃尔沃XC90,4.4,5,232,4801,P2
dp_5328,沃尔沃汽车进口沃尔沃XC90,4.4,5,232,4807,P2
dp_5329,沃尔沃亚太合资沃尔沃S60,1.5,4,112,4715,P3
dp_5330,沃尔沃亚太合资沃尔沃S60,2.0,4,132,4715,P3
dp_5331,沃尔沃亚太合资沃尔沃S60,2.0,4,140,4715,P3
dp_5332,沃尔沃亚太合资沃尔沃S60,2.0,4,157,4715,P3
dp_5333,沃尔沃亚太合资沃尔沃S60,2.0,4,175,4715,P3
dp_5334,沃尔沃亚太合资沃尔沃S60,2.0,4,180,4715,P3
dp_5335,沃尔沃亚太合资沃尔沃S60,2.0,4,200,4715,P3
dp_5336,沃尔沃亚太合资沃尔沃XC60,2.0,5,157,4644,P3
dp_5337,沃尔沃亚太合资沃尔沃XC60,2.0,5,180,4644,P3
dp_5338,沃尔沃亚太合资沃尔沃XC60,2.5,5,187,4644,P3
dp_5339,沃尔沃亚太合资沃尔沃XC90,2.5,5,154,4807,P2
dp_5340,现代汽车进口现代Accent [雅绅特],1.3,3,63,4201,LC
dp_5341,现代汽车进口现代Accent [雅绅特],1.3,5,63,4201,LC
dp_5342,现代汽车进口现代Accent [雅绅特],1.3,3,63,4214,LC
dp_5343,现代汽车进口现代Accent [雅绅特],1.3,4,63,4214,LC
dp_5344,现代汽车进口现代Accent [雅绅特],1.3,5,63,4214,LC
dp_5345,现代汽车进口现代Accent [雅绅特],1.3,4,63,4239,LC
dp_5346,现代汽车进口现代Accent [雅绅特],1.4,4,70,4280,MC
dp_5347,现代汽车进口现代Accent [雅绅特],1.4,3,71,4041,MC
dp_5348,现代汽车进口现代Accent [雅绅特],1.5,5,60,4214,LC
dp_5349,现代汽车进口现代Accent [雅绅特],1.5,4,60,4596,LC
dp_5350,现代汽车进口现代Accent [雅绅特],1.5,3,69,4201,LC
dp_5351,现代汽车进口现代Accent [雅绅特],1.5,5,69,4201,LC
dp_5352,现代汽车进口现代Accent [雅绅特],1.5,4,69,4214,LC
dp_5353,现代汽车进口现代Accent [雅绅特],1.5,5,69,4214,LC
dp_5354,现代汽车进口现代Accent [雅绅特],1.5,4,69,4239,LC
dp_5355,现代汽车进口现代Accent [雅绅特],1.5,4,75,4214,LC
dp_5356,现代汽车进口现代Accent [雅绅特],1.5,5,75,4214,LC
dp_5357,现代汽车进口现代Accent [雅绅特],1.5,4,81,4280,MC
dp_5358,现代汽车进口现代Accent [雅绅特],1.6,3,78,4214,LC
dp_5359,现代汽车进口现代Accent [雅绅特],1.6,4,78,4214,LC
dp_5360,现代汽车进口现代Accent [雅绅特],1.6,5,78,4214,LC
dp_5361,现代汽车进口现代Accent [雅绅特],1.6,4,78,4501,LC
dp_5362,现代汽车进口现代Accent [雅绅特],1.6,3,82,4041,MC
dp_5363,现代汽车进口现代Accent [雅绅特],1.6,4,82,4280,MC
dp_5364,现代汽车进口现代Accent [雅绅特],1.6,4,82,4496,MC
dp_5365,现代汽车进口现代Azera [雅尊],2.2,4,114,4895,TG
dp_5366,现代汽车进口现代Azera [雅尊],2.4,4,121,4895,TG
dp_5367,现代汽车进口现代Azera [雅尊],2.4,4,121,4910,TG
dp_5368,现代汽车进口现代Azera [雅尊],2.4,4,132,4910,HG
dp_5369,现代汽车进口现代Azera [雅尊],2.7,4,141,4895,TG
dp_5370,现代汽车进口现代Azera [雅尊],2.7,4,141,4910,TG
dp_5371,现代汽车进口现代Azera [雅尊],3.0,4,184,4910,HG
dp_5372,现代汽车进口现代Azera [雅尊],3.3,4,173,4895,TG
dp_5373,现代汽车进口现代Azera [雅尊],3.3,4,191,4910,TG
dp_5374,现代汽车进口现代Coupe [酷派],2.0,2,102,4341,RD
dp_5375,现代汽车进口现代Coupe [酷派],2.0,2,102,4395,GK
dp_5376,现代汽车进口现代Coupe [酷派],2.0,2,102,4399,GK
dp_5377,现代汽车进口现代Coupe [酷派],2.0,2,105,4395,GK
dp_5378,现代汽车进口现代Coupe [酷派],2.7,2,121,4395,GK
dp_5379,现代汽车进口现代Coupe [酷派],2.7,2,123,4395,GK
dp_5380,现代汽车进口现代Coupe [酷派],2.7,2,123,4399,GK
dp_5381,现代汽车进口现代Elantra [伊兰特],1.5,5,76,4496,XD
dp_5382,现代汽车进口现代Elantra [伊兰特],1.6,5,79,4496,XD
dp_5383,现代汽车进口现代Elantra [伊兰特],1.6,5,82,4496,XD
dp_5384,现代汽车进口现代Elantra [伊兰特],1.8,4,97,4496,MD
dp_5385,现代汽车进口现代Elantra [伊兰特],1.8,4,97,4496,XD
dp_5386,现代汽车进口现代Elantra [伊兰特],1.8,5,97,4496,XD
dp_5387,现代汽车进口现代Elantra [伊兰特],2.0,5,82,4496,XD
dp_5388,现代汽车进口现代Elantra [伊兰特],2.0,4,82,4501,XD
dp_5389,现代汽车进口现代Elantra [伊兰特],2.0,5,83,4496,XD
dp_5390,现代汽车进口现代Elantra [伊兰特],2.0,4,83,4596,XD
dp_5391,现代汽车进口现代Elantra [伊兰特],2.0,4,103,4506,HD
dp_5392,现代汽车进口现代Elantra [伊兰特],2.0,5,104,4496,XD
dp_5393,现代汽车进口现代Elantra [伊兰特],2.0,4,104,4501,XD
dp_5394,现代汽车进口现代Elantra [伊兰特],2.0,4,105,4496,XD
dp_5395,现代汽车进口现代Elantra [伊兰特],2.0,5,105,4496,XD
dp_5396,现代汽车进口现代Equus [雅科仕],3.5,4,136,5120,LZ
dp_5397,现代汽车进口现代Equus [雅科仕],3.5,4,155,5120,LZ
dp_5398,现代汽车进口现代Equus [雅科仕],3.5,4,155,5390,LZ
dp_5399,现代汽车进口现代Equus [雅科仕],3.5,4,158,5150,LZ
dp_5400,现代汽车进口现代Equus [雅科仕],3.8,4,213,5160,VI
dp_5401,现代汽车进口现代Equus [雅科仕],3.8,4,246,5160,VI
dp_5402,现代汽车进口现代Equus [雅科仕],3.8,4,246,5460,VI
dp_5403,现代汽车进口现代Equus [雅科仕],4.5,4,201,5390,LZ
dp_5404,现代汽车进口现代Equus [雅科仕],4.6,4,269,5160,VI
dp_5405,现代汽车进口现代Equus [雅科仕],5.0,4,315,5460,VI
dp_5406,现代汽车进口现代Equus [雅科仕],5.0,4,316,5160,VI
dp_5407,现代汽车进口现代Equus [雅科仕],5.0,4,316,5460,VI
dp_5408,现代汽车进口现代Genesis [捷恩斯],3.0,4,189,4990,DH
dp_5409,现代汽车进口现代Genesis [捷恩斯],3.3,4,207,4990,DH
dp_5410,现代汽车进口现代Grand SantaFe [格锐],2.0,5,177,4915,DM
dp_5411,现代汽车进口现代Grand SantaFe [格锐],2.2,5,145,4915,DM
dp_5412,现代汽车进口现代Grand SantaFe [格锐],3.0,5,194,4915,DM
dp_5413,现代汽车进口现代Grand SantaFe [格锐],3.3,5,210,4915,DM
dp_5414,现代汽车进口现代Grand SantaFe [格越],2.0,5,177,4915,DM
dp_5415,现代汽车进口现代Grand SantaFe [格越],2.2,5,147,4915,DM
dp_5416,现代汽车进口现代Grand SantaFe [格越],3.0,5,194,4915,DM
dp_5417,现代汽车进口现代Grandeur [君爵],2.5,4,120,4859,XG
dp_5418,现代汽车进口现代Grandeur [君爵],2.5,4,163,4865,XG
dp_5419,现代汽车进口现代Grandeur [君爵],3.0,4,135,4865,XG
dp_5420,现代汽车进口现代Grandeur [君爵],3.0,4,141,4859,XG
dp_5421,现代汽车进口现代Grandeur [君爵],3.5,4,145,4879,XG
dp_5422,现代汽车进口现代H-1 [辉翼],2.4,5,127,5125,TQ
dp_5423,现代汽车进口现代H-1 [辉翼],2.5,5,125,5125,TQ
dp_5424,现代汽车进口现代i10,1.1,4,46,3566,PA
dp_5425,现代汽车进口现代i20,1.2,5,57,3940,PB
dp_5426,现代汽车进口现代i20,1.4,5,55,3940,PB
dp_5427,现代汽车进口现代i20,1.4,5,66,3940,PB
dp_5428,现代汽车进口现代i20,1.4,5,74,3940,PB
dp_5429,现代汽车进口现代i20,1.6,5,85,3940,PB
dp_5430,现代汽车进口现代i20,1.6,5,93,3940,PB
dp_5431,现代汽车进口现代i30,1.4,5,80,4239,FD
dp_5432,现代汽车进口现代i30,1.6,5,66,4239,FD
dp_5433,现代汽车进口现代i30,1.6,5,85,4239,FD
dp_5434,现代汽车进口现代i30,1.6,5,90,4239,FD
dp_5435,现代汽车进口现代i30,2.0,5,103,4239,FD
dp_5436,现代汽车进口现代i30,2.0,5,105,4239,FD
dp_5437,现代汽车进口现代i45,2.0,4,204,4821,YF
dp_5438,现代汽车进口现代i45,2.4,4,148,4821,YF
dp_5439,现代汽车进口现代i45,2.4,4,149,4821,YF
dp_5440,现代汽车进口现代i800,2.5,5,125,5126,TQ
dp_5441,现代汽车进口现代ix35,2.0,5,100,4409,LM
dp_5442,现代汽车进口现代ix35,2.0,5,120,4409,LM
dp_5443,现代汽车进口现代ix35,2.4,5,131,4409,LM
dp_5444,现代汽车进口现代Rohens [劳恩斯],3.0,4,200,4985,BH
dp_5445,现代汽车进口现代Rohens [劳恩斯],3.3,4,193,4975,BH
dp_5446,现代汽车进口现代Rohens [劳恩斯],3.3,4,221,4975,BH
dp_5447,现代汽车进口现代Rohens [劳恩斯],3.8,4,213,4975,BH
dp_5448,现代汽车进口现代Rohens [劳恩斯],4.6,4,279,4976,BH
dp_5449,现代汽车进口现代Rohens Coupe [劳恩斯酷派],2.0,2,155,4630,BK
dp_5450,现代汽车进口现代Rohens Coupe [劳恩斯酷派],2.0,2,191,4630,BK
dp_5451,现代汽车进口现代Rohens Coupe [劳恩斯酷派],3.8,2,223,4630,BK
dp_5452,现代汽车进口现代Rohens Coupe [劳恩斯酷派],3.8,2,255,4630,BK
dp_5453,现代汽车进口现代Santa Fe [圣达菲],2.0,5,82,4501,SM
dp_5454,现代汽车进口现代Santa Fe [圣达菲],2.0,5,92,4501,SM
dp_5455,现代汽车进口现代Santa Fe [圣达菲],2.0,5,99,4501,SM
dp_5456,现代汽车进口现代Santa Fe [圣达菲],2.4,5,107,4501,SM
dp_5457,现代汽车进口现代Santa Fe [圣达菲],2.7,5,132,4500,SM
dp_5458,现代汽车进口现代Santa Fe [圣达菲],2.7,5,132,4501,SM
dp_5459,现代汽车进口现代Santa Fe [胜达],2.2,5,145,4690,DM
dp_5460,现代汽车进口现代Santa Fe [胜达],2.4,5,128,4660,CM
dp_5461,现代汽车进口现代Santa Fe [胜达],2.7,5,138,4675,CM
dp_5462,现代汽车进口现代Santa Fe [胜达],3.0,5,194,4690,DM
dp_5463,现代汽车进口现代Sonata [索纳塔],1.8,4,97,4747,EF
dp_5464,现代汽车进口现代Sonata [索纳塔],2.0,4,100,4709,EF
dp_5465,现代汽车进口现代Sonata [索纳塔],2.0,4,100,4747,EF
dp_5466,现代汽车进口现代Sonata [索纳塔],2.0,4,103,4801,NF
dp_5467,现代汽车进口现代Sonata [索纳塔],2.0,4,106,4798,NF
dp_5468,现代汽车进口现代Sonata [索纳塔],2.0,4,106,4801,NF
dp_5469,现代汽车进口现代Sonata [索纳塔],2.0,4,110,4798,NF
dp_5470,现代汽车进口现代Sonata [索纳塔],2.0,4,110,4820,YF
dp_5471,现代汽车进口现代Sonata [索纳塔],2.4,4,107,4747,EF
dp_5472,现代汽车进口现代Sonata [索纳塔],2.4,4,122,4801,NF
dp_5473,现代汽车进口现代Sonata [索纳塔],2.4,4,130,4798,NF
dp_5474,现代汽车进口现代Sonata [索纳塔],2.4,4,156,4821,YF
dp_5475,现代汽车进口现代Sonata [索纳塔],2.5,4,118,4709,EF
dp_5476,现代汽车进口现代Sonata [索纳塔],2.5,4,118,4747,EF
dp_5477,现代汽车进口现代Sonata [索纳塔],2.7,4,131,4747,EF
dp_5478,现代汽车进口现代Sonata [索纳塔],3.3,4,173,4801,NF
dp_5479,现代汽车进口现代Sonata [索纳塔],3.3,4,184,4798,NF
dp_5480,一汽大众合资大众CC,1.8,4,118,4799,B6
dp_5481,一汽大众合资大众CC,1.8,4,118,4812,B6
dp_5482,一汽大众合资大众CC,2.0,4,147,4799,B6
dp_5483,一汽大众合资大众CC,2.0,4,147,4812,B6
dp_5484,一汽大众合资大众CC,3.0,4,184,4799,B6
dp_5485,一汽大众合资大众CC,3.0,4,184,4812,B6
dp_5486,一汽大众合资大众宝来,1.4,4,110,4663,MQB
dp_5487,一汽大众合资大众宝来,1.5,4,83,4663,MQB
