ba05b3f264eb6598f2e8b6c2401121cc,奥迪,一汽-大众奥迪,奥迪A4L,1.8T,手动变速箱(MT),2010,A4L
04a41bc7f1ca96b1b9659506beff1b80,讴歌,讴歌(进口),讴歌ZDX,3.7,自动变速箱(AT),2009,ZDX
dd369fe3008ec11aebf9f7c528bfc4b3,起亚,东风悦达起亚,千里马,1.3,手动变速箱(MT),2003,千里马
31b075254ca7bf7308040eb5f811a744,起亚,东风悦达起亚,千里马,1.3,自动变速箱(AT),2003,千里马
a6560f53bea3d5e070e135d756f8f6ce,起亚,东风悦达起亚,千里马,1.3,手动变速箱(MT),2002,千里马
6c655139afebb4e5d258838616195727,起亚,东风悦达起亚,千里马,1.6,手动变速箱(MT),2003,千里马
26c666a314c3f17b54cd4fcf2e04cdae,起亚,东风悦达起亚,千里马,1.6,自动变速箱(AT),2003,千里马
62aa280f139084034e15099fc6ef5f39,起亚,东风悦达起亚,千里马,1.6,手动变速箱(MT),2002,千里马
a4dd67e1c0ae31e369c1b98cf96c58f9,起亚,东风悦达起亚,千里马,1.6,自动变速箱(AT),2002,千里马
f48fc33184abecd99d486e6d929363fc,起亚,东风悦达起亚,嘉华,2.7,自动变速箱(AT),2008,嘉华
c762c71605d14f9e5e7adca36b80a18a,起亚,东风悦达起亚,普莱特,1.4,手动变速箱(MT),2002,普莱特 三厢
bdb69acaf04503c69c7b9f7a6794af9c,起亚,东风悦达起亚,普莱特,1.4,自动变速箱(AT),2002,普莱特 三厢
cb1ad902546a1f3cd6679775c0ed3384,起亚,东风悦达起亚,普莱特,1.4,手动变速箱(MT),2002,普莱特 两厢
09eee46f702878b5022e4fbd1cca8ac0,起亚,东风悦达起亚,普莱特,1.4,自动变速箱(AT),2002,普莱特 两厢
83105dbf0fd21940e7a9e8568ef476ec,起亚,东风悦达起亚,普莱特,1.4,手动变速箱(MT),2000,普莱特 三厢
ea71954d858080a1a5a5956383897166,起亚,东风悦达起亚,普莱特,1.4,手动变速箱(MT),2000,普莱特 两厢
c6ad29e856e5395d442e2a1bc773fd97,起亚,东风悦达起亚,赛拉图,1.6,手动变速箱(MT),2016,赛拉图
187332c174d069c0200d3860da7fb38b,起亚,东风悦达起亚,赛拉图,1.6,手动变速箱(MT),2011,赛拉图
6da6e43d52af7476b1a3f449f859c76e,起亚,东风悦达起亚,赛拉图 欧风,1.6,手动变速箱(MT),2010,赛拉图 欧风
1f89e4c001155d35a8d13a6a5f65055e,起亚,东风悦达起亚,赛拉图,1.6,手动变速箱(MT),2009,赛拉图
b3aa621a41e326e55723eff05969bec8,起亚,东风悦达起亚,赛拉图,1.6,手动变速箱(MT),2008,赛拉图 欧风
6609569611fd9a8bf2e054090dd8e7c9,起亚,东风悦达起亚,赛拉图,1.6,自动变速箱(AT),2008,赛拉图 欧风
32d48ed2b8f9660d8c120791366eadf6,起亚,东风悦达起亚,远舰,1.8,手动变速箱(MT),2011,远舰
73842d14d8378eb0e8c87d1f67583734,起亚,东风悦达起亚,远舰,1.8,手动变速箱(MT),2008,远舰
5fe6da0005f91008a917ae5abbbeb6b6,起亚,东风悦达起亚,远舰,1.8,手动变速箱(MT),2006,远舰
ce1f289bc2af38ec81a66c598e3ddbb7,起亚,东风悦达起亚,远舰,1.8,手动变速箱(MT),2005,远舰
a2cb85e86d5cf02c8dee10be6be96fb4,起亚,东风悦达起亚,远舰,1.8,手自一体变速箱(AT),2005,远舰
06bb76a066b2afb198c1072ecc37471d,起亚,东风悦达起亚,远舰,2,手动变速箱(MT),2008,远舰
86ae345b33ddb54762f117c2ee75b91f,起亚,东风悦达起亚,远舰,2,自动变速箱(AT),2008,远舰
1b046359c4da592f1c672dcb7c457856,起亚,东风悦达起亚,锐欧,1.4,手动变速箱(MT),2011,锐欧
f9b5ad9cc6854665578d386ae4e94199,起亚,东风悦达起亚,锐欧,1.4,手动变速箱(MT),2008,锐欧
c7b88125f99b6fe6aa827e323a3ef6a3,起亚,东风悦达起亚,锐欧,1.6,自动变速箱(AT),2008,锐欧
42fd589451a5288d1de5e1657aff3026,起亚,起亚(进口),霸锐,4.6,手自一体变速箱(AT),2008,霸锐
cc71c3b83afee75acd92d36e6261bf98,起亚,起亚(进口),佳乐,1.6,手动变速箱(MT),2002,佳乐
974c3e2f61e4cd31befb5d07597b0098,起亚,起亚(进口),佳乐,1.8,手自一体变速箱(AT),2002,佳乐
7074edd5c6d98803119e424a47d823b8,起亚,起亚(进口),佳乐,1.8,手动变速箱(MT),2000,佳乐
63c76da3642bf8480a106fc7967cea71,起亚,起亚(进口),佳乐,2,手自一体变速箱(AT),2002,佳乐
bb8f60773e41d0da262b172c613267ff,起亚,起亚(进口),佳乐,2.0TD,手自一体变速箱(AT),2007,佳乐
5d2b4e78bd133115ebd2f57f652c4201,起亚,起亚(进口),佳乐,2.0TD,手自一体变速箱(AT),2002,佳乐
3f60a078c53f9a95dd8266a7e96e4192,起亚,起亚(进口),嘉华(进口),2.5,自动变速箱(AT),2002,嘉华(进口)
12c6b3fde56bc6b5b86f8cd6314960d6,起亚,起亚(进口),嘉华(进口),2.7,自动变速箱(AT),2006,嘉华(进口)
98044350cdc616871abb8e2bff4e818c,起亚,起亚(进口),嘉华(进口),2.9TD,自动变速箱(AT),2006,嘉华(进口)
f92a6a816960f462d49f3cc1147da22d,起亚,起亚(进口),嘉华(进口),2.9TD,自动变速箱(AT),2005,嘉华(进口)
5d6e4a6f21f203fe14841428cafdbed6,起亚,起亚(进口),嘉华(进口),2.9TD,自动变速箱(AT),2002,嘉华(进口)
cf0742a0f6d2cb99417f12a41a9a062b,起亚,起亚(进口),嘉华(进口),3.5,自动变速箱(AT),2005,嘉华(进口)
63b7b37e5bacfab156ec29eec8c6060a,起亚,起亚(进口),嘉华(进口),3.5,自动变速箱(AT),2001,嘉华(进口)
4cbac2efe94b1d07599c049fbc11976b,起亚,起亚(进口),嘉华(进口),3.8,自动变速箱(AT),2006,嘉华(进口)
e2fb2fefae0d466c70707cdf2cb67638,起亚,起亚(进口),嘉华(进口),3.8,自动变速箱(AT),2005,嘉华(进口)
6be61c838ba3438f964749609efb7553,起亚,起亚(进口),CEE’D,1.4,手动变速箱(MT),2009,CEE’D
2b4939cd034101004c9435bdb666a9e6,起亚,起亚(进口),CEE’D,1.4,手动变速箱(MT),2009,CEE’D 旅行车
b5020bd156bed2d0aecd04291dc6f4ad,起亚,起亚(进口),CEE’D,1.4,手动变速箱(MT),2007,CEE’D
503be107fb8b30498954160ec53736b4,起亚,起亚(进口),CEE’D,1.6,手动变速箱(MT),2009,CEE’D
79ecbd705cf1d89c48dcfd653383d1fb,起亚,起亚(进口),CEE’D,1.6,手自一体变速箱(AT),2009,CEE’D
3e34d8c7836c0156bfcc001d37b302fa,起亚,起亚(进口),CEE’D,1.6,手动变速箱(MT),2009,CEE’D 旅行车
47931542347c85438e4219c847cf8b3c,起亚,起亚(进口),CEE’D,1.6,自动变速箱(AT),2009,CEE’D 旅行车
4e26cdfe57b3d8115fbffa15a4e0548b,起亚,起亚(进口),CEE’D,1.6,手动变速箱(MT),2007,CEE’D
21290e14059f0e90bddb2bdd78e63dcb,起亚,起亚(进口),CEE’D,1.6,手自一体变速箱(AT),2007,CEE’D
a71923a536b5125438a668024f9d6547,起亚,起亚(进口),CEE’D,1.6TD,手动变速箱(MT),2009,CEE’D
1f2ba1404ec019f2c43f4e8e1e694f6d,起亚,起亚(进口),CEE’D,1.6TD,手动变速箱(MT),2009,CEE’D 旅行车
65450339a4e81928051d1dd65a818e28,起亚,起亚(进口),CEE’D,1.6TD,手动变速箱(MT),2007,CEE’D
37031a45badf8d24d4aeef3e3c0762e3,起亚,起亚(进口),CEE’D,2,手动变速箱(MT),2009,CEE’D
487ec14651e737d67ff17bc5f90b52c1,起亚,起亚(进口),CEE’D,2,手自一体变速箱(AT),2009,CEE’D
f39042fef48e48a6590775cdd1f938d0,起亚,起亚(进口),CEE’D,2,手动变速箱(MT),2009,CEE’D 旅行车
17115ec118c9b88b3ce67dcfcf5c6f9d,起亚,起亚(进口),CEE’D,2,自动变速箱(AT),2009,CEE’D 旅行车
00c9a03a0b5ed6d87d5d87391458f45b,起亚,起亚(进口),CEE’D,2,手动变速箱(MT),2007,CEE’D
c0d13abbd977d208a2554062ba529b87,起亚,起亚(进口),CEE’D,2,手自一体变速箱(AT),2007,CEE’D
4f8e1a455623596ff00e42438938ba9e,起亚,起亚(进口),CEE’D,2.0TD,手动变速箱(MT),2009,CEE’D
0cfda6bbb979348263652b45b0375125,起亚,起亚(进口),CEE’D,2.0TD,手动变速箱(MT),2009,CEE’D 旅行车
ccc81bc803f672d31cce79387ac84223,起亚,起亚(进口),CEE’D,2.0TD,手动变速箱(MT),2007,CEE’D
276a74c520cf76c7b4ae40ef1dca346c,起亚,起亚(进口),CERATO [赛拉图],1.5TD,手动变速箱(MT),2004,CERATO-HATCHBACK [赛拉图 两厢]
77e7261f53ff92436db2a58ed4ccd8fe,起亚,起亚(进口),CERATO [赛拉图],1.5TD,手动变速箱(MT),2004,CERATO-SEDAN [赛拉图 三厢]
3b9478e40d0923db67e87dba39303606,起亚,起亚(进口),CERATO [赛拉图],1.6,手动变速箱(MT),2004,CERATO-HATCHBACK [赛拉图 两厢]
821b5eb07ff12a0c7c8004a872f575cc,起亚,起亚(进口),CERATO [赛拉图],1.6,自动变速箱(AT),2004,CERATO-HATCHBACK [赛拉图 两厢]
fcd104bb129a564e4b3a0c4ab183bf3f,起亚,起亚(进口),CERATO [赛拉图],1.6,手动变速箱(MT),2004,CERATO-SEDAN [赛拉图 三厢]
974fefbd8319bcbe7e370c385b6e49d0,起亚,起亚(进口),CERATO [赛拉图],1.6TD,手动变速箱(MT),2004,CERATO-HATCHBACK [赛拉图 两厢]
43b1505fd5278f2ad1559dddd8189738,起亚,起亚(进口),CERATO [赛拉图],1.6TD,手动变速箱(MT),2004,CERATO-SEDAN [赛拉图 三厢]
8a31871dd26a8361f4648c2e59f8afb0,起亚,起亚(进口),CERATO [赛拉图],2,手动变速箱(MT),2008,CERATO-HATCHBACK [赛拉图 两厢]
eddebfcd0d5e76058615845dee54f79e,起亚,起亚(进口),CERATO [赛拉图],2,自动变速箱(AT),2008,CERATO-HATCHBACK [赛拉图 两厢]
386be7d27370dc0ad141ecb48cff8c4e,起亚,起亚(进口),CERATO [赛拉图],2,手动变速箱(MT),2008,CERATO-SEDAN [赛拉图 三厢]
a69144a5359fb49b2668b8a0a20695b8,起亚,起亚(进口),CERATO [赛拉图],2,自动变速箱(AT),2008,CERATO-SEDAN [赛拉图 三厢]
84fa69e9960626f1a81639a766ba93a8,起亚,起亚(进口),CERATO [赛拉图],2,手动变速箱(MT),2004,CERATO-HATCHBACK [赛拉图 两厢]
4d5835b04ec9db47e7d539024651fbe0,起亚,起亚(进口),CERATO [赛拉图],2,手动变速箱(MT),2004,CERATO-SEDAN [赛拉图 三厢]
a73c16a5b877322d87d1cceaa123dad1,起亚,起亚(进口),CERATO [赛拉图],2,自动变速箱(AT),2004,CERATO-SEDAN [赛拉图 三厢]
78a57152e16cb93488b46487aabfbe53,起亚,起亚(进口),CERATO [赛拉图],2.0TD,手动变速箱(MT),2004,CERATO-HATCHBACK [赛拉图 两厢]
403069e03e98149e8719cf93afc3f1b3,起亚,起亚(进口),CERATO [赛拉图],2.0TD,手动变速箱(MT),2004,CERATO-SEDAN [赛拉图 三厢]
95c7de4ecd21533f8a5ed45e143e7e25,起亚,起亚(进口),FORTE [福瑞迪],2,手动变速箱(MT),2009,FORTE KOUP [福瑞迪 KOUP]
e92fdcb239339f9e5adee3877ee4c316,起亚,起亚(进口),FORTE [福瑞迪],2,手自一体变速箱(AT),2009,FORTE KOUP [福瑞迪 KOUP]
d14048cc80f22529bb561059a4e0cf78,起亚,起亚(进口),FORTE [福瑞迪],2,手动变速箱(MT),2009,FORTE [福瑞迪]
1a8acbec2013020b2a446a8085846d91,起亚,起亚(进口),FORTE [福瑞迪],2,手自一体变速箱(AT),2009,FORTE [福瑞迪]
0a27581660637955580c57addf2e34cf,起亚,起亚(进口),FORTE [福瑞迪],2.4,手动变速箱(MT),2009,FORTE KOUP [福瑞迪 KOUP]
bce6214d5b0735dd18d2ff49e336da46,起亚,起亚(进口),FORTE [福瑞迪],2.4,手自一体变速箱(AT),2009,FORTE KOUP [福瑞迪 KOUP]
3598733e3f590b1978fe52b806c27f3e,起亚,起亚(进口),FORTE [福瑞迪],2.4,手动变速箱(MT),2009,FORTE [福瑞迪]
feb64ffabe52bdebd924b88438b95188,起亚,起亚(进口),FORTE [福瑞迪],2.4,手自一体变速箱(AT),2009,FORTE [福瑞迪]
5ed435a95c2969ef43db65b26cb045e0,起亚,起亚(进口),IMPERIAL [帝国],2,手动变速箱(MT),2006,IMPERIAL [帝国]
99347a3dd2a62540b5ffdb10a306a03b,起亚,起亚(进口),IMPERIAL [帝国],2.0TD,手动变速箱(MT),2006,IMPERIAL [帝国]
a35a284a24d3e24b27e747c144428cfd,起亚,起亚(进口),IMPERIAL [帝国],2.7,自动变速箱(AT),2006,IMPERIAL [帝国]
7fe09fd1502ce4d6e18935d808ecf44e,起亚,起亚(进口),欧菲莱斯,3.3,手自一体变速箱(AT),2007,欧菲莱斯
9ca449c461c8fe08f2f05ba09e45ae41,起亚,起亚(进口),欧菲莱斯,3.5,自动变速箱(AT),2003,欧菲莱斯
982c11fb0aa8fb5be5bb26954e8e8c10,起亚,起亚(进口),OPTIMA [欧迪玛],2,自动变速箱(AT),2008,OPTIMA [欧迪玛]
bb5e29a42348d871031d6f69b3a50d4d,起亚,起亚(进口),OPTIMA [欧迪玛],2,自动变速箱(AT),2006,OPTIMA [欧迪玛]
3389f315e46d7f987cfa0cc31bee7aa4,起亚,起亚(进口),OPTIMA [欧迪玛],2,自动变速箱(AT),2003,OPTIMA [欧迪玛]
00e66aaf4f98db1bdf2040a3703c2c36,起亚,起亚(进口),OPTIMA [欧迪玛],2,自动变速箱(AT),2001,OPTIMA [欧迪玛]
f6b7b86978e00d5504804ea94aa8f16d,起亚,起亚(进口),OPTIMA [欧迪玛],2.0TD,自动变速箱(AT),2008,OPTIMA [欧迪玛]
2a8306b80a63bfe5059e9446b8dd1b7b,起亚,起亚(进口),OPTIMA [欧迪玛],2.0TD,自动变速箱(AT),2006,OPTIMA [欧迪玛]
e15853f31b67b6590368b97ffc820fc8,起亚,起亚(进口),OPTIMA [欧迪玛],2.4,手动变速箱(MT),2008,OPTIMA [欧迪玛]
209670edc134581bcaec071b9f905b49,起亚,起亚(进口),OPTIMA [欧迪玛],2.4,手动变速箱(MT),2006,OPTIMA [欧迪玛]
1e5b910fc0a226dc654d1125a18833d5,起亚,起亚(进口),OPTIMA [欧迪玛],2.5,自动变速箱(AT),2003,OPTIMA [欧迪玛]
41c316b22b7bca3972e3c0d6c309b048,起亚,起亚(进口),OPTIMA [欧迪玛],2.5,自动变速箱(AT),2001,OPTIMA [欧迪玛]
c6700a9178de2a643d98396ba3a25600,起亚,起亚(进口),OPTIMA [欧迪玛],2.7,自动变速箱(AT),2008,OPTIMA [欧迪玛]
b55f619909e7830d06e0d9d369caf2d8,起亚,起亚(进口),OPTIMA [欧迪玛],2.7,自动变速箱(AT),2006,OPTIMA [欧迪玛]
53328e8161271632047cc4b6c22fe7b7,起亚,起亚(进口),PICANTO,1,手动变速箱(MT),2007,PICANTO
f93bc94984e92d61d4abd693ebf7492c,起亚,起亚(进口),PICANTO,1,手动变速箱(MT),2004,PICANTO
e2412753dfcd37772a3a6ed02c498950,起亚,起亚(进口),PICANTO,1.1,手动变速箱(MT),2007,PICANTO
5ae072944edee5ccc433cb46a2aa2ea7,起亚,起亚(进口),PICANTO,1.1,自动变速箱(AT),2007,PICANTO
c4642d36e11508357506af144bb9e176,起亚,起亚(进口),PICANTO,1.1,手动变速箱(MT),2004,PICANTO
2bab2f3aebf581e780c9284929e4b3ad,起亚,起亚(进口),PICANTO,1.1,自动变速箱(AT),2004,PICANTO
83be1d1f69a0df5c9ecc488d00a91a97,起亚,起亚(进口),PICANTO,1.1TD,手动变速箱(MT),2007,PICANTO
4005cdc928461e735c4efd6b946a5826,起亚,起亚(进口),PICANTO,1.1TD,手动变速箱(MT),2004,PICANTO
803658f026a928be3dd1720c6aa4da48,起亚,起亚(进口),速迈,1.6,手动变速箱(MT),2001,速迈
1b80b95647e1f4af65490cea87964df0,起亚,起亚(进口),速迈,2.4,手动变速箱(MT),2010,速迈
810f6a7064ff22bfc985caab9458ec61,起亚,起亚(进口),速迈,2.4,手自一体变速箱(AT),2010,速迈
fdb2b459bd9a3150cf41b2d998e26473,起亚,起亚(进口),索兰托,2.4,手自一体变速箱(AT),2011,索兰托
d6270eef6451ce4d44780d7664d1cc57,起亚,起亚(进口),索兰托,2.4,手动变速箱(MT),2002,索兰托
ca26f99ae11ba0500d2729fd2ffe8183,起亚,起亚(进口),索兰托,2.5TD,手动变速箱(MT),2006,索兰托
ce05ba91b2de58ed399b2ffdd82fe9e1,起亚,起亚(进口),索兰托,2.5TD,手动变速箱(MT),2002,索兰托
275ea3ab115ff818dc2673a7b17ce341,起亚,起亚(进口),索兰托,3.3,手自一体变速箱(AT),2006,索兰托
a7b69c35979824de9dea462ef0001fb6,起亚,起亚(进口),索兰托,3.5,手自一体变速箱(AT),2009,索兰托
d23a962d7f6338cd2ea075bdf0d6b24f,起亚,起亚(进口),索兰托,3.5,手自一体变速箱(AT),2002,索兰托
284788a9203636c07b5d070825099906,起亚,起亚(进口),SOUL [秀尔],1.6,手动变速箱(MT),2008,SOUL [秀尔]
70417796f5b66713900f115528f51ff1,起亚,起亚(进口),SOUL [秀尔],1.6TD,手动变速箱(MT),2008,SOUL [秀尔]
a41294af9f0070b3445271293c1ee9d7,起亚,起亚(进口),SOUL [秀尔],1.6TD,自动变速箱(AT),2008,SOUL [秀尔]
0c36ea48433b89bc823167e3c44c8cc8,起亚,起亚(进口),SOUL [秀尔],2,手动变速箱(MT),2008,SOUL [秀尔]
97c62e1b738c4d10bef61dd151fc2698,起亚,起亚(进口),SOUL [秀尔],2,自动变速箱(AT),2008,SOUL [秀尔]
ad36688ba31b1e7741ffbb4d0a98878c,起亚,起亚(进口),SPORTAGE [狮跑],2,手动变速箱(MT),2008,SPORTAGE [狮跑]
f980c56556f29f255a354fb9061fa1bc,起亚,起亚(进口),SPORTAGE [狮跑],2,手自一体变速箱(AT),2007,SPORTAGE [狮跑]
6af313614fb10b7c42e82ded0f184aac,起亚,起亚(进口),SPORTAGE [狮跑],2,手动变速箱(MT),2006,SPORTAGE [狮跑]
7b93d833c3e6b05df671f53008ef7f96,起亚,起亚(进口),SPORTAGE [狮跑],2,手自一体变速箱(AT),2006,SPORTAGE [狮跑]
f14fab6aec097991d1798b3a46d6c6d9,起亚,起亚(进口),SPORTAGE [狮跑],2,手自一体变速箱(AT),2005,SPORTAGE [狮跑]
e2b8bdf0101359271c3131de3e585faf,起亚,起亚(进口),SPORTAGE [狮跑],2,手动变速箱(MT),2004,SPORTAGE [狮跑]
25002ca35597b6417aa442ed43f3d203,起亚,起亚(进口),SPORTAGE [狮跑],2.0TD,手动变速箱(MT),2008,SPORTAGE [狮跑]
dc2e2ff63a2ba8713d8ae1e05046ab9a,起亚,起亚(进口),SPORTAGE [狮跑],2.0TD,自动变速箱(AT),2004,SPORTAGE [狮跑]
170c955338a1aa9988c00d74877febb3,起亚,起亚(进口),SPORTAGE [狮跑],2.7,自动变速箱(AT),2008,SPORTAGE [狮跑]
9bf61c973f52cc08c326c99233ae364c,起亚,起亚(进口),SPORTAGE [狮跑],2.7,手自一体变速箱(AT),2007,SPORTAGE [狮跑]
1556e42ed2c9cc627b9eba33f67e2630,起亚,起亚(进口),SPORTAGE [狮跑],2.7,手自一体变速箱(AT),2005,SPORTAGE [狮跑]
ca181be86bca11fc6c01497ff20a6cbd,起亚,起亚(进口),SPORTAGE [狮跑],2.7,自动变速箱(AT),2004,SPORTAGE [狮跑]
bafbe19b138af9eb2579627d2a52162a,起亚,起亚(进口),VISTO [维斯特],0.8,手动变速箱(MT),2000,VISTO [维斯特]
cbbe0ac5f69e1375cf72e8b332923794,起亚,起亚(进口),VISTO [维斯特],1,手动变速箱(MT),2000,VISTO [维斯特]
dc54b83ded802176938ffa805307bb0d,起亚,起亚(进口),起亚VQ,2.7,手自一体变速箱(AT),2010,起亚VQ
1d942683f43e523fbb6db30e39820509,奇瑞,奇瑞汽车,奇瑞A3,1.6,手动变速箱(MT),2011,A3 三厢
885d298fd052eeb033d9c18a0d763774,奇瑞,奇瑞汽车,奇瑞A3,1.6,手动变速箱(MT),2011,A3 两厢
b8a09932a0d6d5ede5e85bf995a3687a,奇瑞,奇瑞汽车,奇瑞A3,1.8,手自一体变速箱(AT),2011,A3 三厢
3fda30b73ca3315b6188a8b1b9a8fd67,奇瑞,奇瑞汽车,奇瑞A3,1.8,手自一体变速箱(AT),2011,A3 两厢
a6a8fc7d5ea3918e60f0978b146528ae,奇瑞,奇瑞汽车,奇瑞A5,1.6,手动变速箱(MT),2009,A5
1473e0570bbb4fa8a909fe9ba297a995,奇瑞,奇瑞汽车,瑞麒G5,2.0T,自动变速箱(AT),2010,G5
c6d18178f9f2337c3fd962e08140a19c,奇瑞,奇瑞万达客车,威麟H5,2.0T,手动变速箱(MT),2012,H5
604bd4307d75d7de6bd2fa7c2c9cc8f9,奇瑞,奇瑞汽车,奇瑞QQ3,0.8,手动变速箱(MT),2008,QQ3
e83faf30de899f08f9c95b3494abda34,奇瑞,奇瑞汽车,奇瑞QQ,0.8,序列变速箱,2006,QQ
755b0a82b240764edc57474f450bf8b2,奇瑞,奇瑞汽车,奇瑞QQ,0.8,手动变速箱(MT),2006,QQ
b42d9cc07c08392b79b4888243e6dfe3,奇瑞,奇瑞汽车,奇瑞QQ,0.8,序列变速箱,2005,QQ
342523008e581861f9a86d0c9f9f7549,奇瑞,奇瑞汽车,奇瑞QQ,0.8,手动变速箱(MT),2005,QQ
e5d0228e37584c6e922a8095151cdd27,奇瑞,奇瑞汽车,奇瑞QQ,0.8,手动变速箱(MT),2004,QQ
b32aae42f96c2cedcad50f5dbe13946f,奇瑞,奇瑞汽车,奇瑞QQ3,1.1,序列变速箱,2008,QQ3
a01bff16f7865e508374971aa1d5ebf9,奇瑞,奇瑞汽车,奇瑞QQ3,1.1,手动变速箱(MT),2008,QQ3
4e70e85ee506e14371b43c24ff0983af,奇瑞,奇瑞汽车,奇瑞QQ,1.1,手动变速箱(MT),2006,QQ
3385ce741ac64108a03659a9a21a3c21,奇瑞,奇瑞汽车,奇瑞QQ,1.1,手动变速箱(MT),2005,QQ
3e4843ca28cdf9f6e25b6bfb94f734af,奇瑞,奇瑞汽车,奇瑞QQ,1.1,手动变速箱(MT),2004,QQ
5e885ec08eccb422a20796fe80aebaf3,奇瑞,奇瑞汽车,奇瑞QQ,1.1,手动变速箱(MT),2003,QQ
997761166de0f06a408327f3f7c7216b,奇瑞,奇瑞汽车,威麟V5,2,手动变速箱(MT),2007,V5
8d8d04de0e764128500e22cba1741b39,奇瑞,奇瑞汽车,威麟V5,2,手动变速箱(MT),2006,V5
a7265d31163528522896b23191187ad0,奇瑞,奇瑞汽车,威麟V5,2.4,手自一体变速箱(AT),2007,V5
f0da814f9064fdccc4c3c88532d14df5,奇瑞,奇瑞汽车,威麟V5,2.4,手自一体变速箱(AT),2006,V5
46a3670bf5ec9ca01db2d8c244d3c790,奇瑞,奇瑞汽车,威麟X5,2.0T,手动变速箱(MT),2012,X5
3967348d3a967b25ef23c9d57dd7f240,奇瑞,奇瑞汽车,东方之子,1.8,手动变速箱(MT),2008,东方之子
10daed0e8f87d0f066f0edf488326818,奇瑞,奇瑞汽车,东方之子CROSS,1.8,手动变速箱(MT),2007,东方之子CROSS
72336ca5c0a3ffc78017b9c5aec87f1b,奇瑞,奇瑞汽车,东方之子,2,手动变速箱(MT),2008,东方之子
7b95e3ed47c2c1d916b4d94c4e530635,奇瑞,奇瑞汽车,东方之子,2,手自一体变速箱(AT),2008,东方之子
b9cb366d7019e2510a087e02ce8b2c30,奇瑞,奇瑞汽车,东方之子CROSS,2,手动变速箱(MT),2007,东方之子CROSS
6829f1d6caa99d1eb47d0dc6ffc6d0e2,奇瑞,奇瑞汽车,东方之子,2.4,手自一体变速箱(AT),2003,东方之子
0b4adf5226f3d8fa1d8d359c0a93236a,起亚,起亚(进口),RIO [丽欧],1.4,手动变速箱(MT),2005,RIO-HATCHBACK [丽欧 两厢]
853de9bc481c07756f9ecc4943f8daf1,起亚,起亚(进口),RIO [丽欧],1.4,自动变速箱(AT),2005,RIO-HATCHBACK [丽欧 两厢]
f85206de46fde15451f780596d48b8e8,起亚,起亚(进口),RIO [丽欧],1.4,手动变速箱(MT),2005,RIO-SEDAN [丽欧 三厢]
99c93b8c3462e28f9042be8d2c2947c4,起亚,起亚(进口),RIO [丽欧],1.4,自动变速箱(AT),2005,RIO-SEDAN [丽欧 三厢]
fb6a7b46361bf8b070989442e78be14b,起亚,起亚(进口),RIO [丽欧],1.5TD,手动变速箱(MT),2005,RIO-HATCHBACK [丽欧 两厢]
b58b67d7bb2dd5bbefb96f386be5e825,起亚,起亚(进口),RIO [丽欧],1.5TD,手动变速箱(MT),2005,RIO-SEDAN [丽欧 三厢]
991093cfcf248a30d0bc7ac801ac377b,起亚,起亚(进口),RIO [丽欧],1.5TD,自动变速箱(AT),2002,RIO-SEDAN [丽欧 三厢]
3ef03d3155f087f3936dd7bbe2a49f96,起亚,起亚(进口),RIO [丽欧],1.6,手动变速箱(MT),2009,RIO-HATCHBACK [丽欧 两厢]
051251aacd6f30302177d31446357a09,起亚,起亚(进口),RIO [丽欧],1.6,自动变速箱(AT),2009,RIO-HATCHBACK [丽欧 两厢]
f216d2cd21c05d29892e1910e831b9fb,起亚,起亚(进口),RIO [丽欧],1.6,手动变速箱(MT),2009,RIO-SEDAN [丽欧 三厢]
b6abd31ef752e086fb27bf176048923a,起亚,起亚(进口),RIO [丽欧],1.6,手动变速箱(MT),2005,RIO-HATCHBACK [丽欧 两厢]
f91e810492b46b55392c63d3743319b9,起亚,起亚(进口),RIO [丽欧],1.6,自动变速箱(AT),2005,RIO-HATCHBACK [丽欧 两厢]
92c5e1fe2bfdebc0bc6a9aaf03aec3f8,起亚,起亚(进口),RIO [丽欧],1.6,手动变速箱(MT),2005,RIO-SEDAN [丽欧 三厢]
8eef7085afe1406035e1da1971a7b92a,起亚,起亚(进口),RIO [丽欧],1.6,自动变速箱(AT),2005,RIO-SEDAN [丽欧 三厢]
8b1a3b2665553b702756840d54a3c529,开瑞,开瑞汽车,优劲,1,手动变速箱(MT),2010,优劲
4615e1659219eb84225cc416b7f29dc9,开瑞,开瑞汽车,优劲,1.1,手动变速箱(MT),2010,优劲
5ed611b7ce056d263f846d40ee261529,开瑞,开瑞汽车,优翼,1.5,手动变速箱(MT),2009,优翼
37ce6f03adeb1881a16c451decd0b83d,开瑞,开瑞汽车,优胜2代,1,手动变速箱(MT),2011,优胜2代
e5ecf008391282f85ba708b57ad1a5ce,开瑞,开瑞汽车,优胜2代,1.1,手动变速箱(MT),2011,优胜2代
b457b84e5bb8146da1d52a31af040067,开瑞,开瑞汽车,优雅,1.2,手动变速箱(MT),2009,优雅
812c9a01c5e7228d39cb76f3f4f7ed94,奇瑞,奇瑞汽车,开瑞3,1.6,手动变速箱(MT),2007,开瑞3
7ecd983bca316c29122bcee883631628,奇瑞,奇瑞汽车,旗云,1.3,手动变速箱(MT),2008,旗云
26eb21404cb9ca9e9c861d6ddc01c861,奇瑞,奇瑞汽车,旗云2,1.5,手动变速箱(MT),2011,旗云2
